"School Year","District Code","District","School Code","Organization","Race","Gender","Grade","SpecialDemo","Geography","SubGroup","RowStatus","Dropouts","Students","PctDropouts"
"2021","13","Capital School District","0","Capital School District","Hispanic/Latino","Female","10th Grade","Low-Income","All Students","Hispanic/Latino/Female/10th Grade/Low-Income","REDACTED",,,
"2021","13","Capital School District","0","Capital School District","Hispanic/Latino","Female","10th Grade","Non-EL Students","All Students","Hispanic/Latino/Female/10th Grade/Non-EL Students","REDACTED",,,
"2021","13","Capital School District","0","Capital School District","Hispanic/Latino","Female","10th Grade","Non-Foster Care","All Students","Hispanic/Latino/Female/10th Grade/Non-Foster Care","REDACTED",,"28",
"2021","13","Capital School District","0","Capital School District","Hispanic/Latino","Female","10th Grade","Non-Homeless","All Students","Hispanic/Latino/Female/10th Grade/Non-Homeless","REDACTED",,"28",
"2021","13","Capital School District","0","Capital School District","Hispanic/Latino","Female","10th Grade","Non Low-Income","All Students","Hispanic/Latino/Female/10th Grade/Non Low-Income","REDACTED",,"19",
"2021","13","Capital School District","0","Capital School District","Hispanic/Latino","Female","10th Grade","Non-SWD","All Students","Hispanic/Latino/Female/10th Grade/Non-SWD","REDACTED",,"21",
"2021","13","Capital School District","0","Capital School District","Hispanic/Latino","Female","10th Grade","Students with Disabilities","All Students","Hispanic/Latino/Female/10th Grade/Students with Disabilities","REDACTED",,,
"2021","13","Capital School District","0","Capital School District","Hispanic/Latino","Female","11th Grade","Active EL Students","All Students","Hispanic/Latino/Female/11th Grade/Active EL Students","REDACTED",,,
"2021","13","Capital School District","0","Capital School District","Hispanic/Latino","Female","11th Grade","Non-Foster Care","All Students","Hispanic/Latino/Female/11th Grade/Non-Foster Care","REDACTED",,"15",
"2021","13","Capital School District","0","Capital School District","Hispanic/Latino","Female","11th Grade","Non-Homeless","All Students","Hispanic/Latino/Female/11th Grade/Non-Homeless","REDACTED",,,
"2021","13","Capital School District","0","Capital School District","Hispanic/Latino","Female","11th Grade","Non Low-Income","All Students","Hispanic/Latino/Female/11th Grade/Non Low-Income","REDACTED",,,
"2021","13","Capital School District","0","Capital School District","Hispanic/Latino","Female","11th Grade","Non-SWD","All Students","Hispanic/Latino/Female/11th Grade/Non-SWD","REDACTED",,,
"2021","13","Capital School District","0","Capital School District","Hispanic/Latino","Female","12th Grade","Active EL Students","All Students","Hispanic/Latino/Female/12th Grade/Active EL Students","REDACTED",,,
"2021","13","Capital School District","0","Capital School District","Hispanic/Latino","Female","12th Grade","Low-Income","All Students","Hispanic/Latino/Female/12th Grade/Low-Income","REDACTED",,,
"2021","13","Capital School District","0","Capital School District","Hispanic/Latino","Female","12th Grade","Non-EL Students","All Students","Hispanic/Latino/Female/12th Grade/Non-EL Students","REDACTED",,,
"2021","13","Capital School District","0","Capital School District","Hispanic/Latino","Female","12th Grade","Non-Foster Care","All Students","Hispanic/Latino/Female/12th Grade/Non-Foster Care","REDACTED",,"25",
"2021","13","Capital School District","0","Capital School District","Hispanic/Latino","Female","12th Grade","Non-Homeless","All Students","Hispanic/Latino/Female/12th Grade/Non-Homeless","REDACTED",,"25",
"2021","13","Capital School District","0","Capital School District","Hispanic/Latino","Female","12th Grade","Non-SWD","All Students","Hispanic/Latino/Female/12th Grade/Non-SWD","REDACTED",,"24",
"2021","13","Capital School District","0","Capital School District","Hispanic/Latino","Female","12th Grade","Students with Disabilities","All Students","Hispanic/Latino/Female/12th Grade/Students with Disabilities","REDACTED",,,
"2021","13","Capital School District","0","Capital School District","Hispanic/Latino","Male","9th Grade","Active EL Students","All Students","Hispanic/Latino/Male/9th Grade/Active EL Students","REDACTED",,,
"2021","13","Capital School District","0","Capital School District","Hispanic/Latino","Male","9th Grade","Non-EL Students","All Students","Hispanic/Latino/Male/9th Grade/Non-EL Students","REDACTED",,,
"2021","13","Capital School District","0","Capital School District","Hispanic/Latino","Male","9th Grade","Non-Foster Care","All Students","Hispanic/Latino/Male/9th Grade/Non-Foster Care","REDACTED",,"39",
"2021","13","Capital School District","0","Capital School District","Hispanic/Latino","Male","9th Grade","Non-Homeless","All Students","Hispanic/Latino/Male/9th Grade/Non-Homeless","REDACTED",,"40",
"2021","13","Capital School District","0","Capital School District","Hispanic/Latino","Male","9th Grade","Non Low-Income","All Students","Hispanic/Latino/Male/9th Grade/Non Low-Income","REDACTED",,"27",
"2021","13","Capital School District","0","Capital School District","Hispanic/Latino","Male","9th Grade","Non-SWD","All Students","Hispanic/Latino/Male/9th Grade/Non-SWD","REDACTED",,"32",
"2021","13","Capital School District","0","Capital School District","Hispanic/Latino","Male","10th Grade","Active EL Students","All Students","Hispanic/Latino/Male/10th Grade/Active EL Students","REDACTED",,,
"2021","13","Capital School District","0","Capital School District","Hispanic/Latino","Male","10th Grade","Non-EL Students","All Students","Hispanic/Latino/Male/10th Grade/Non-EL Students","REDACTED",,,
